episode,timestep,reward
1,20,0.0
3,40,0.0
5,60,0.0
7,80,0.0
9,100,0.0
11,120,0.0
13,140,0.0
15,160,0.0
17,180,0.0
19,200,0.0
21,220,0.0
23,240,0.0
25,260,0.0
27,280,0.0
29,300,0.0
31,320,0.0
33,340,0.0
35,360,0.0
37,380,0.0
39,400,0.0
41,420,0.0
43,440,0.0
45,460,0.0
47,480,0.0
49,500,0.0
51,520,0.0
53,540,0.0
55,560,0.0
57,580,0.0
59,600,0.0
61,620,0.0
63,640,0.0
65,660,0.0
67,680,0.0
69,700,0.0
71,720,0.0
73,740,0.0
75,760,0.0
77,780,0.0
79,800,0.0
81,820,0.0
83,840,0.0
85,860,0.0
87,880,0.0
89,900,0.0
91,920,0.0
93,940,0.0
95,960,0.0
97,980,0.0
99,1000,0.0
101,1020,0.0
103,1040,0.0
105,1060,0.0
107,1080,0.0
109,1100,0.0
111,1120,0.0
113,1140,0.0
115,1160,0.0
117,1180,0.0
119,1200,0.0
121,1220,0.0
123,1240,0.0
125,1260,0.0
127,1280,0.0
129,1300,0.0
131,1320,0.0
133,1340,0.0
135,1360,0.0
137,1380,0.0
139,1400,0.0
141,1420,0.0
143,1440,0.0
145,1460,0.0
147,1480,0.0
149,1500,0.0
151,1520,0.0
153,1540,0.0
155,1560,0.0
157,1580,0.0
159,1600,0.0
161,1620,0.0
163,1640,0.0
165,1660,0.0
167,1680,0.0
169,1700,0.0
171,1720,0.0
173,1740,0.0
175,1760,0.0
177,1780,0.0
179,1800,0.0
181,1820,0.0
183,1840,0.0
185,1860,0.0
187,1880,0.0
189,1900,0.0
191,1920,0.0
193,1940,0.0
195,1960,0.0
197,1980,0.0
199,2000,0.0
201,2020,0.0
203,2040,0.0
205,2060,0.0
207,2080,0.0
209,2100,0.0
211,2120,0.0
213,2140,0.0
215,2160,0.0
217,2180,0.0
219,2200,0.0
221,2220,0.0
223,2240,0.0
225,2260,0.0
227,2280,0.0
229,2300,0.0
231,2320,0.0
233,2340,0.0
235,2360,0.0
237,2380,0.0
239,2400,0.0
241,2420,0.0
243,2440,0.0
245,2460,0.0
247,2480,0.0
249,2500,0.0
251,2520,0.0
253,2540,0.0
255,2560,0.0
257,2580,0.0
259,2600,0.0
261,2620,0.0
263,2640,0.0
265,2660,0.0
267,2680,0.0
269,2700,0.0
271,2720,0.0
273,2740,0.0
275,2760,0.0
277,2780,0.0
279,2800,0.0
281,2820,0.0
283,2840,0.0
285,2860,0.0
287,2880,0.0
289,2900,0.0
291,2920,0.0
293,2940,0.0
295,2960,0.0
297,2980,0.0
299,3000,0.0
301,3020,0.0
303,3040,0.0
305,3060,0.0
307,3080,0.0
309,3100,0.0
311,3120,0.0
313,3140,0.0
315,3160,0.0
317,3180,0.0
319,3200,0.0
321,3220,0.0
323,3240,0.0
325,3260,0.0
327,3280,0.0
329,3300,0.0
331,3320,0.0
333,3340,0.0
335,3360,0.0
337,3380,0.0
339,3400,0.0
341,3420,0.0
343,3440,0.0
345,3460,0.0
347,3480,0.0
349,3500,0.0
351,3520,0.0
353,3540,0.0
355,3560,0.0
357,3580,0.0
359,3600,0.0
361,3620,0.0
363,3640,0.0
365,3660,0.0
367,3680,0.0
369,3700,0.0
371,3720,0.0
373,3740,0.0
375,3760,0.0
377,3780,0.0
379,3800,0.0
381,3820,0.0
383,3840,0.0
385,3860,0.0
387,3880,0.0
389,3900,0.0
391,3920,0.0
393,3940,0.0
395,3960,0.0
397,3980,0.0
399,4000,0.0
401,4020,0.0
403,4040,0.0
405,4060,0.0
407,4080,0.0
409,4100,0.0
411,4120,0.0
413,4140,0.0
415,4160,0.0
417,4180,0.0
419,4200,0.0
421,4220,0.0
423,4240,0.0
425,4260,0.0
427,4280,0.0
429,4300,0.0
431,4320,0.0
433,4340,0.0
435,4360,0.0
437,4380,0.0
439,4400,0.0
441,4420,0.0
443,4440,0.0
445,4460,0.0
447,4480,0.0
449,4500,0.0
451,4520,0.0
453,4540,0.0
455,4560,0.0
457,4580,0.0
459,4600,0.0
461,4620,0.0
463,4640,0.0
465,4660,0.0
467,4680,0.0
469,4700,0.0
471,4720,0.0
473,4740,0.0
475,4760,0.0
477,4780,0.0
479,4800,0.0
481,4820,0.0
483,4840,0.0
485,4860,0.0
487,4880,0.0
489,4900,0.0
491,4920,0.0
493,4940,0.0
495,4960,0.0
497,4980,0.0
499,5000,0.0
501,5020,0.0
503,5040,0.0
505,5060,0.0
507,5080,0.0
509,5100,0.0
511,5120,0.0
513,5140,0.0
515,5160,0.0
517,5180,0.0
519,5200,0.0
521,5220,0.0
523,5240,0.0
525,5260,0.0
527,5280,0.0
529,5300,0.0
531,5320,0.0
533,5340,0.0
535,5360,0.0
537,5380,0.0
539,5400,0.0
541,5420,0.0
543,5440,0.0
545,5460,0.0
547,5480,0.0
549,5500,0.0
551,5520,0.0
553,5540,0.0
555,5560,0.0
557,5580,0.0
559,5600,0.0
561,5620,0.0
563,5640,0.0
565,5660,0.0
567,5680,0.0
569,5700,0.0
571,5720,0.0
573,5740,0.0
575,5760,0.0
577,5780,0.0
579,5800,0.0
581,5820,0.0
583,5840,0.0
585,5860,0.0
587,5880,0.0
589,5900,0.0
591,5920,0.0
593,5940,0.0
595,5960,0.0
597,5980,0.0
599,6000,0.0
601,6020,0.0
603,6040,0.0
605,6060,0.0
607,6080,0.0
609,6100,0.0
611,6120,0.0
613,6140,0.0
615,6160,0.0
617,6180,0.0
619,6200,0.0
621,6220,0.0
623,6240,0.0
625,6260,0.0
627,6280,0.0
629,6300,0.0
631,6320,0.0
633,6340,0.0
635,6360,0.0
637,6380,0.0
639,6400,0.0
641,6420,0.0
643,6440,0.0
645,6460,0.0
647,6480,0.0
649,6500,0.0
651,6520,0.0
653,6540,0.0
655,6560,0.0
657,6580,0.0
659,6600,0.0
661,6620,0.0
663,6640,0.0
665,6660,0.0
667,6680,0.0
669,6700,0.0
671,6720,0.0
673,6740,0.0
675,6760,0.0
677,6780,0.0
679,6800,0.0
681,6820,0.0
683,6840,0.0
685,6860,0.0
687,6880,0.0
689,6900,0.0
691,6920,0.0
693,6940,0.0
695,6960,0.0
697,6980,0.0
699,7000,0.0
701,7020,0.0
703,7040,0.0
705,7060,0.0
707,7080,0.0
709,7100,0.0
711,7120,0.0
713,7140,0.0
715,7160,0.0
717,7180,0.0
719,7200,0.0
721,7220,0.0
723,7240,0.0
725,7260,0.0
727,7280,0.0
729,7300,0.0
731,7320,0.0
733,7340,0.0
735,7360,0.0
737,7380,0.0
739,7400,0.0
741,7420,0.0
743,7440,0.0
745,7460,0.0
747,7480,0.0
749,7500,0.0
751,7520,0.0
753,7540,0.0
755,7560,0.0
757,7580,0.0
759,7600,0.0
761,7620,0.0
763,7640,0.0
765,7660,0.0
767,7680,0.0
769,7700,0.0
771,7720,0.0
773,7740,0.0
775,7760,0.0
777,7780,0.0
779,7800,0.0
781,7820,0.0
783,7840,0.0
785,7860,0.0
787,7880,0.0
789,7900,0.0
791,7920,0.0
793,7940,0.0
795,7960,0.0
797,7980,0.0
799,8000,0.0
801,8020,0.0
803,8040,0.0
805,8060,0.0
807,8080,0.0
809,8100,0.0
811,8120,0.0
813,8140,0.0
815,8160,0.0
817,8180,0.0
819,8200,0.0
821,8220,0.0
823,8240,0.0
825,8260,0.0
827,8280,0.0
829,8300,0.0
831,8320,0.0
833,8340,0.0
835,8360,0.0
837,8380,0.0
839,8400,0.0
841,8420,0.0
843,8440,0.0
845,8460,0.0
847,8480,0.0
849,8500,0.0
851,8520,0.0
853,8540,0.0
855,8560,0.0
857,8580,0.0
859,8600,0.0
861,8620,0.0
863,8640,0.0
865,8660,0.0
867,8680,0.0
869,8700,0.0
871,8720,0.0
873,8740,0.0
875,8760,0.0
877,8780,0.0
879,8800,0.0
881,8820,0.0
883,8840,0.0
885,8860,0.0
887,8880,0.0
889,8900,0.0
891,8920,0.0
893,8940,0.0
895,8960,0.0
897,8980,0.0
899,9000,0.0
901,9020,0.0
903,9040,0.0
905,9060,0.0
907,9080,0.0
909,9100,0.0
911,9120,0.0
913,9140,0.0
915,9160,0.0
917,9180,0.0
919,9200,0.0
921,9220,0.0
923,9240,0.0
925,9260,0.0
927,9280,0.0
929,9300,0.0
931,9320,0.0
933,9340,0.0
935,9360,0.0
937,9380,0.0
939,9400,0.0
941,9420,0.0
943,9440,0.0
945,9460,0.0
947,9480,0.0
949,9500,0.0
951,9520,0.0
953,9540,0.0
955,9560,0.0
957,9580,0.0
959,9600,0.0
961,9620,0.0
963,9640,0.0
965,9660,0.0
967,9680,0.0
969,9700,0.0
971,9720,0.0
973,9740,0.0
975,9760,0.0
977,9780,0.0
979,9800,0.0
981,9820,0.0
983,9840,0.0
985,9860,0.0
987,9880,0.0
989,9900,0.0
991,9920,0.0
993,9940,0.0
995,9960,0.0
997,9980,0.0
999,10000,0.0
1001,10020,0.0
1003,10040,0.0
1005,10060,0.0
1007,10080,0.0
1009,10100,0.0
1011,10120,0.0
1013,10140,0.0
1015,10160,0.0
1017,10180,0.0
1019,10200,0.0
1021,10220,0.0
1023,10240,0.0
1025,10260,0.0
1027,10280,0.0
1029,10300,0.0
1031,10320,0.0
1033,10340,0.0
1035,10360,0.0
1037,10380,0.0
1039,10400,0.0
1041,10420,0.0
1043,10440,0.0
1045,10460,0.0
1047,10480,0.0
1049,10500,0.0
1051,10520,0.0
1053,10540,0.0
1055,10560,0.0
1057,10580,0.0
1059,10600,0.0
1061,10620,0.0
1063,10640,0.0
1065,10660,0.0
1067,10680,0.0
1069,10700,0.0
1071,10720,0.0
1073,10740,0.0
1075,10760,0.0
1077,10780,0.0
1079,10800,0.0
1081,10820,0.0
1083,10840,0.0
1085,10860,0.0
1087,10880,0.0
1089,10900,0.0
1091,10920,0.0
1093,10940,0.0
1095,10960,0.0
1097,10980,0.0
1099,11000,0.0
1101,11020,0.0
1103,11040,0.0
1105,11060,0.0
1107,11080,0.0
1109,11100,0.0
1111,11120,0.0
1113,11140,0.0
1115,11160,0.0
1117,11180,0.0
1119,11200,0.0
1121,11220,0.0
1123,11240,0.0
1125,11260,0.0
1127,11280,0.0
1129,11300,0.0
1131,11320,0.0
1133,11340,0.0
1135,11360,0.0
1137,11380,0.0
1139,11400,0.0
1141,11420,0.0
1143,11440,0.0
1145,11460,0.0
1147,11480,0.0
1149,11500,0.0
1151,11520,0.0
1153,11540,0.0
1155,11560,0.0
1157,11580,0.0
1159,11600,0.0
1161,11620,0.0
1163,11640,0.0
1165,11660,0.0
1167,11680,0.0
1169,11700,0.0
1171,11720,0.0
1173,11740,0.0
1175,11760,0.0
1177,11780,0.0
1179,11800,0.0
1181,11820,0.0
1183,11840,0.0
1185,11860,0.0
1187,11880,0.0
1189,11900,0.0
1191,11920,0.0
1193,11940,0.0
1195,11960,0.0
1197,11980,0.0
1199,12000,0.0
1201,12020,0.0
1203,12040,0.0
1205,12060,0.0
1207,12080,0.0
1209,12100,0.0
1211,12120,0.0
1213,12140,0.0
1215,12160,0.0
1217,12180,0.0
1219,12200,0.0
1221,12220,0.0
1223,12240,0.0
1225,12260,0.0
1227,12280,0.0
1229,12300,0.0
1231,12320,0.0
1233,12340,0.0
1235,12360,0.0
1237,12380,0.0
1239,12400,0.0
1241,12420,0.0
1243,12440,0.0
1245,12460,0.0
1247,12480,0.0
1249,12500,0.0
1251,12520,0.0
1253,12540,0.0
1255,12560,0.0
1257,12580,0.0
1259,12600,0.0
1261,12620,0.0
1263,12640,0.0
1265,12660,0.0
1267,12680,0.0
1269,12700,0.0
1271,12720,0.0
1273,12740,0.0
1275,12760,0.0
1277,12780,0.0
1279,12800,0.0
1281,12820,0.0
1283,12840,0.0
1285,12860,0.0
1287,12880,0.0
1289,12900,0.0
1291,12920,0.0
1293,12940,0.0
1295,12960,0.0
1297,12980,0.0
1299,13000,0.0
1301,13020,0.0
1303,13040,0.0
1305,13060,0.0
1307,13080,0.0
1309,13100,0.0
1311,13120,0.0
1313,13140,0.0
1315,13160,0.0
1317,13180,0.0
1319,13200,0.0
1321,13220,0.0
1323,13240,0.0
1325,13260,0.0
1327,13280,0.0
1329,13300,0.0
1331,13320,0.0
1333,13340,0.0
1335,13360,0.0
1337,13380,0.0
1339,13400,0.0
1341,13420,0.0
1343,13440,0.0
1345,13460,0.0
1347,13480,0.0
1349,13500,0.0
1351,13520,0.0
1353,13540,0.0
1355,13560,0.0
1357,13580,0.0
1359,13600,0.0
1361,13620,0.0
1363,13640,0.0
1365,13660,0.0
1367,13680,0.0
1369,13700,0.0
1371,13720,0.0
1373,13740,0.0
1375,13760,0.0
1377,13780,0.0
1379,13800,0.0
1381,13820,0.0
1383,13840,0.0
1385,13860,0.0
1387,13880,0.0
1389,13900,0.0
1391,13920,0.0
1393,13940,0.0
1395,13960,0.0
1397,13980,0.0
1399,14000,0.0
1401,14020,0.0
1403,14040,0.0
1405,14060,0.0
1407,14080,0.0
1409,14100,0.0
1411,14120,0.0
1413,14140,0.0
1415,14160,0.0
1417,14180,0.0
1419,14200,0.0
1421,14220,0.0
1423,14240,0.0
1425,14260,0.0
